Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,Month,Year
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-06,Murder,Solved,Bromley,White,Feb,2006
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-06,Murder,Solved,Bromley,White,Apr,2006
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-06,Murder,Solved,Bromley,White,May,2006
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-06,Murder,Solved,Greenwich,Asian,Mar,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-06,Murder,Solved,Greenwich,White,Mar,2006
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Sep-06,Murder,Unsolved,Greenwich,White,Sep,2006
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Oct-06,Murder,Solved,Greenwich,Asian,Oct,2006
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Jan-06,Murder,Solved,Croydon,Black,Jan,2006
1,25 to 34,Male,Shooting,Not Domestic Abuse,Feb-06,Murder,Solved,Croydon,Black,Feb,2006
1,20 to 24,Male,Shooting,Not Domestic Abuse,Mar-06,Murder,Solved,Croydon,Black,Mar,2006
1,20 to 24,Female,Shooting,Not Domestic Abuse,Mar-06,Murder,Solved,Croydon,Black,Mar,2006
1,35 to 44 ,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-06,Murder,Solved,Croydon,White,Jun,2006
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-06,Murder,Solved,Croydon,White,Jun,2006
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jul-06,Murder,Unsolved,Croydon,Asian,Jul,2006
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-06,Murder,Solved,Merton,Black,Nov,2006
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-06,Murder,Solved,Bexley,White,Feb,2006
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-06,Murder,Solved,Bexley,White,Jul,2006
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Dec-06,Murder,Solved,Bexley,White,Dec,2006
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Dec-06,Murder,Solved,Sutton,White,Dec,2006
1,0 to 12,Female,Blunt Implement,Not Domestic Abuse,Dec-06,Murder,Solved,Ealing,Black,Dec,2006
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-06,Murder,Solved,Tower Hamlets,Black,Dec,2006
1,13 to 19,Male,Shooting,Not Domestic Abuse,Jan-06,Murder,Solved,Hackney,Black,Jan,2006
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-06,Manslaughter,Unsolved,Hackney,White,Jan,2006
1,20 to 24,Male,Not known/Not Recorded ,Not Domestic Abuse,Feb-06,Murder,Solved,Hackney,Black,Feb,2006
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-06,Murder,Solved,Hackney,Black,Mar,2006
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Apr-06,Murder,Unsolved,Hackney,Black,Apr,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-06,Murder,Solved,Hackney,Asian,Aug,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-06,Murder,Solved,Hackney,White,Sep,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Ealing,Black,Oct,2006
1,20 to 24,Male,Shooting,Not Domestic Abuse,Nov-06,Murder,Solved,Hackney,Black,Nov,2006
1,20 to 24,Male,Shooting,Not Domestic Abuse,Nov-06,Murder,Unsolved,Hackney,Black,Nov,2006
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Dec-06,Murder,Solved,Ealing,White,Dec,2006
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-06,Murder,Solved,Waltham Forest,White,Mar,2006
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-06,Murder,Solved,Ealing,White,Jun,2006
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-06,Murder,Solved,Waltham Forest,Black,Jul,2006
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-06,Murder,Unsolved,Waltham Forest,Black,Sep,2006
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Ealing,Asian,Oct,2006
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-06,Murder,Solved,Barking & Dagenham,White,Jan,2006
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Apr-06,Murder,Solved,Ealing,White,Apr,2006
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-06,Manslaughter,Solved,Barking & Dagenham,Black,Apr,2006
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-06,Manslaughter,Solved,Barking & Dagenham,Black,Apr,2006
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-06,Manslaughter,Solved,Barking & Dagenham,Black,Apr,2006
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Jun-06,Murder,Solved,Barking & Dagenham,White,Jun,2006
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Barking & Dagenham,White,Oct,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-06,Murder,Unsolved,Barking & Dagenham,White,Nov,2006
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Jan-06,Manslaughter,Unsolved,Enfield,Not Reported/Not Known,Jan,2006
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-06,Murder,Solved,Enfield,Black,Feb,2006
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Apr-06,Murder,Solved,Enfield,White,Apr,2006
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-06,Murder,Solved,Enfield,Black,Jul,2006
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-06,Murder,Solved,Newham,Asian,Jan,2006
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Jan-06,Murder,Solved,Newham,White,Jan,2006
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Feb-06,Murder,Unsolved,Newham,Asian,Feb,2006
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Feb-06,Murder,Solved,Newham,White,Feb,2006
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Mar-06,Murder,Solved,Newham,Asian,Mar,2006
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,Apr-06,Murder,Solved,Newham,Asian,Apr,2006
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-06,Manslaughter,Solved,Newham,White,Apr,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-06,Murder,Solved,Newham,Black,Aug,2006
1,20 to 24,Male,Shooting,Not Domestic Abuse,Aug-06,Murder,Solved,Newham,White,Aug,2006
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-06,Murder,Solved,Ealing,White,Sep,2006
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Sep-06,Murder,Solved,Newham,White,Sep,2006
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Sep-06,Murder,Solved,Newham,White,Sep,2006
1,13 to 19,Male,Knife or Sharp Implement,Domestic Abuse,Oct-06,Murder,Unsolved,Newham,Black,Oct,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Newham,White,Oct,2006
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-06,Murder,Solved,Havering,White,Mar,2006
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-06,Murder,Solved,Havering,White,Apr,2006
1,20 to 24,Male,Shooting,Not Domestic Abuse,May-06,Murder,Solved,Havering,White,May,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-06,Murder,Solved,Havering,White,Jul,2006
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Havering,White,Oct,2006
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-06,Murder,Solved,Havering,Black,Dec,2006
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jan-06,Murder,Solved,Kensington & Chelsea,Black,Jan,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Kensington & Chelsea,White,Oct,2006
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,May-06,Murder,Unsolved,Hammersmith & Fulham,Black,May,2006
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-06,Murder,Solved,Hammersmith & Fulham,Not Reported/Not Known,Dec,2006
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Feb-06,Murder,Unsolved,Westminster,White,Feb,2006
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Aug-06,Murder,Solved,Westminster,White,Aug,2006
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-06,Murder,Solved,Westminster,Other,Mar,2006
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-06,Murder,Solved,Westminster,Black,Aug,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Wandsworth,Black,Jan,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-07,Murder,Solved,Wandsworth,Asian,Mar,2007
1,20 to 24,Female,Shooting,Not Domestic Abuse,Apr-07,Murder,Solved,Wandsworth,White,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Wandsworth,Asian,Jun,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Kingston Upon Thames,Black,Jun,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Unsolved,Hounslow,White,Jan,2007
1,65 and over,Female,Blunt Implement,Domestic Abuse,Aug-07,Murder,Solved,Hounslow,White,Aug,2007
1,25 to 34,Male,Blunt Implement,Domestic Abuse,Sep-07,Murder,Solved,Hounslow,Not Reported/Not Known,Sep,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-07,Murder,Solved,Hillingdon,White,Feb,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Hillingdon,White,Mar,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,May-07,Murder,Solved,Hillingdon,Asian,May,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Hillingdon,White,Jul,2007
1,25 to 34,Female,Other Methods Of Killing,Not Domestic Abuse,Jan-07,Murder,Solved,Lambeth,White,Jan,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Ealing,Black,Jan,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Unsolved,Lambeth,Black,Feb,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Unsolved,Lambeth,Not Reported/Not Known,Feb,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Unsolved,Lambeth,White,Apr,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-07,Murder,Unsolved,Lambeth,Black,Apr,2007
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,Asian,Jun,2007
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,White,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,White,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,White,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,Black,Jun,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,Asian,Jun,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Unsolved,Lambeth,Black,Jul,2007
1,45 to 54,Female,Blunt Implement,Domestic Abuse,Jul-07,Murder,Solved,Lambeth,Black,Jul,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Lambeth,Black,Jul,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Lambeth,Black,Aug,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Aug-07,Murder,Solved,Lambeth,Black,Aug,2007
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Lambeth,White,Aug,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Lambeth,Black,Sep,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Lambeth,White,Sep,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Lambeth,Other,Sep,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Solved,Lambeth,Black,Oct,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Solved,Lambeth,Black,Oct,2007
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Aug-07,Murder,Solved,Brent,White,Aug,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Brent,Asian,Oct,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Camden,White,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Camden,White,Aug,2007
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Ealing,White,Aug,2007
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Sep-07,Murder,Solved,Camden,White,Sep,2007
1,55 to 64,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Solved,Barnet,White,Jan,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Barnet,White,Jun,2007
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-07,Murder,Solved,Barnet,White,Oct,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Ealing,Asian,Jan,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Ealing,White,Jan,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Ealing,Black,May,2007
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Ealing,Asian,Jun,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-07,Murder,Unsolved,Ealing,White,Jun,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Ealing,Black,Sep,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Sep-07,Murder,Unsolved,Ealing,Black,Sep,2007
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Feb-07,Murder,Solved,Islington,White,Feb,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Islington,White,Jun,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Islington,Black,Dec,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Haringey,Black,Jan,2007
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-07,Manslaughter,Unsolved,Haringey,White,Jan,2007
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Jun-07,Murder,Solved,Haringey,White,Jun,2007
1,13 to 19,Female,Shooting,Not Domestic Abuse,Jun-07,Murder,Solved,Haringey,Black,Jun,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Haringey,White,Aug,2007
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-07,Manslaughter,Solved,Haringey,Asian,Nov,2007
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-07,Murder,Solved,Haringey,Black,Nov,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-07,Murder,Solved,Southwark,Black,Feb,2007
1,45 to 54,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Southwark,Black,Feb,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Southwark,Black,Feb,2007
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Southwark,Asian,Apr,2007
1,25 to 34,Male,Other Methods Of Killing,Domestic Abuse,Aug-07,Murder,Solved,Southwark,White,Aug,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Sep-07,Murder,Unsolved,Southwark,Black,Sep,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Unsolved,Southwark,Black,Sep,2007
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-07,Murder,Solved,Southwark,White,Dec,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-07,Murder,Unsolved,Southwark,Black,Dec,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,May-07,Murder,Solved,Lewisham,Black,May,2007
1,25 to 34,Female,Shooting,Not Domestic Abuse,Oct-07,Murder,Solved,Lewisham,White,Oct,2007
1,45 to 54,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-07,Murder,Solved,Lewisham,Black,Oct,2007
1,65 and over,Female,Other Methods Of Killing,Domestic Abuse,Nov-07,Murder,Solved,Lewisham,White,Nov,2007
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Feb-07,Murder,Solved,Bromley,White,Feb,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Bromley,White,Apr,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,May-07,Murder,Solved,Bromley,White,May,2007
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-07,Murder,Solved,Bromley,White,Jun,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Bromley,White,Jun,2007
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Nov-07,Murder,Unsolved,Bromley,White,Nov,2007
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Dec-07,Murder,Solved,Bromley,White,Dec,2007
1,35 to 44 ,Female,Shooting,Domestic Abuse,Mar-07,Murder,Solved,Greenwich,White,Mar,2007
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Apr-07,Murder,Solved,Greenwich,White,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Greenwich,White,Apr,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Greenwich,Black,Jul,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Greenwich,White,Aug,2007
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Sep-07,Murder,Solved,Greenwich,White,Sep,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Greenwich,White,Sep,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Unsolved,Greenwich,Black,Oct,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Croydon,Black,Apr,2007
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black,May,2007
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black,May,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black,May,2007
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Croydon,Black,Jun,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Croydon,White,Aug,2007
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Murder,Solved,Croydon,Black,Nov,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Croydon,White,Dec,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Bexley,White,Oct,2007
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-07,Murder,Solved,Sutton,White,Nov,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-07,Murder,Solved,Sutton,White,Nov,2007
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Feb-07,Murder,Solved,Tower Hamlets,White,Feb,2007
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Tower Hamlets,White,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Aug-07,Murder,Solved,Tower Hamlets,Asian,Aug,2007
1,25 to 34,Female,Not known/Not Recorded ,Not Domestic Abuse,Oct-07,Murder,Solved,Southwark,Asian,Oct,2007
1,20 to 24,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-07,Murder,Solved,Southwark,White,Oct,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Redbridge,Asian,Mar,2007
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Redbridge,Black,Apr,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Redbridge,Asian,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Ealing,Asian,Aug,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Redbridge,Asian,Dec,2007
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Jan-07,Murder,Solved,Hackney,White,Jan,2007
1,0 to 12,Male,Blunt Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Hackney,Black,Jan,2007
1,0 to 12,Female,Blunt Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Hackney,Black,Jan,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Hackney,Black,Feb,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Islington,Black,May,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Unsolved,Hackney,White,Jun,2007
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Sep-07,Manslaughter,Solved,Hackney,White,Sep,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Nov-07,Murder,Solved,Hackney,White,Nov,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Hackney,White,Dec,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Waltham Forest,Black,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Waltham Forest,White,Aug,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Waltham Forest,Black,Sep,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Waltham Forest,White,Sep,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Barking & Dagenham,Black,Jan,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Unsolved,Barking & Dagenham,Black,Jan,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Barking & Dagenham,White,Jul,2007
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Jul-07,Murder,Unsolved,Ealing,Asian,Jul,2007
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Barking & Dagenham,Black,Aug,2007
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Manslaughter,Solved,Enfield,White,Apr,2007
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Enfield,Black,May,2007
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,White,Jul,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,Black,Jul,2007
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,Asian,Jul,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Enfield,White,Aug,2007
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian,Jan,2007
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian,Jan,2007
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian,Jan,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Newham,Asian,Mar,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Unsolved,Newham,Black,Mar,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Apr-07,Murder,Solved,Newham,Asian,Apr,2007
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Apr-07,Murder,Solved,Ealing,Asian,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Newham,White,Jun,2007
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Newham,White,Jun,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Unsolved,Newham,Black,Aug,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Ealing,Asian,Oct,2007
1,13 to 19,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Murder,Solved,Newham,Black,Nov,2007
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Nov-07,Murder,Solved,Newham,White,Nov,2007
